id,is_pass
2661_3,0.061183516680522236
10790_128,0.315668390048221
15310_43,0.21776780820320804
805_135,0.47494697592996893
9609_169,0.428940907416122
13486_144,0.27812012937615294
12394_32,0.4118374142596781
16943_179,0.2157138181734372
11233_83,0.35359152189847654
8225_50,0.06084115428415867
18931_22,0.15838014657005037
5027_73,0.3199125008054594
2845_76,0.20917158953571915
18309_43,0.33682081409704306
14295_57,0.47053832727988754
176_9,0.4355859432821364
19422_120,0.1837379150803955
7015_113,0.39406909963571957
2082_83,0.08235342236564193
10461_27,0.4647674218544724
3517_25,0.36283511902194937
1632_150,0.46386095480439166
14762_95,0.4754313376795582
8994_102,0.48428979916684006
2819_67,0.14705066470717632
9559_164,0.3182898925364055
6124_81,0.4840323100623152
12715_137,0.46124490542881164
18903_148,0.48083788683138096
1771_26,0.3969907398578612
10467_159,0.4592433622023801
12193_31,0.454659531169647
6767_78,0.29837039117504693
19217_113,0.33375926021002733
7521_67,0.378812307676244
9311_23,0.2251592007885526
5127_87,0.2287625971447966
15018_46,0.3313632298011166
16757_149,0.4040166957148299
13703_38,0.4914245645698525
11840_137,0.43158474769166794
4815_123,0.4140704328982715
12418_25,0.2522804192882192
6629_32,0.22157394896007926
12276_97,0.1887029917900169
17234_47,0.10813679604863274
4707_25,0.25146496792047635
17013_187,0.4439371174099855
18006_17,0.47266830928704295
13508_56,0.19102925048533348
6576_72,0.16495008900898664
2103_11,0.15813546732344796
14317_58,0.3577838183523262
16902_43,0.30152522450534003
3208_52,0.4300323413163599
16348_155,0.44314328856328694
194_62,0.4251626318225365
8566_25,0.29392873785672846
6122_120,0.42910653893504813
6956_55,0.25890028166006696
4666_21,0.41230490181228563
5633_87,0.2804184243147593
8586_101,0.22385611681855455
4173_74,0.43485376116755403
15570_96,0.3320349348880801
3725_22,0.13739885920381895
18782_53,0.472445467074005
17983_76,0.4202233132995145
2790_61,0.29649716221284206
10881_44,0.25247151796146405
8363_143,0.4099689667416002
17627_153,0.11915634225559772
1843_6,0.1778794782034797
13693_33,0.2664422218519769
12309_39,0.46606300193756356
14885_94,0.4677106597847066
15795_184,0.47164528715563314
4415_10,0.28217447163189124
4675_61,0.1411034316556401
1000_3,0.18454183344152633
5636_10,0.24871675074484886
11114_103,0.3806421427077168
1479_153,0.36975087925729755
4039_107,0.43572629292456405
15296_182,0.269303927448775
13847_32,0.28307744068415897
3143_30,0.33859287590031595
14652_39,0.43792791868311787
1729_28,0.4477767667848645
16581_184,0.4288046387548924
13085_152,0.4509061099692167
13497_62,0.41542245112972287
15361_45,0.3066380933376115
14879_158,0.4096201469015478
587_84,0.4324443179284627
11649_86,0.1721628283847274
72_43,0.23155852830178011
19051_123,0.3617410932109971
8627_131,0.4837692255527723
19926_159,0.29189598434222397
3169_72,0.08323382245574273
19046_32,0.31588891802219954
8410_165,0.3388384074474635
3000_24,0.30553003289706754
4008_24,0.2767023112355355
14337_36,0.21746872858557845
18684_146,0.42638739645850526
4774_28,0.45167470052517983
8002_18,0.48558757711234407
13672_154,0.4753643121093737
14078_178,0.2863417699767455
9792_165,0.33285873379012576
3572_115,0.11626114104097393
3911_48,0.4843998311964768
1074_45,0.06571464920488741
10996_31,0.4286428307939847
11232_81,0.2695979720059745
17267_111,0.3619134864214449
4666_30,0.4495221951848193
9241_96,0.45647752451993495
4890_88,0.06490549626645309
6495_122,0.3727464816547049
6241_127,0.2816498623848652
3647_12,0.1036666301753961
10654_82,0.4233104443664994
8533_125,0.4015517499987691
1484_24,0.210851595943442
18456_33,0.4422575492215113
1189_142,0.4689006480379014
7579_64,0.3040146985322091
18668_103,0.4559950788033658
13336_137,0.4899114429454444
11325_50,0.116711152775897
16659_156,0.4339548321571962
8886_157,0.4810953598753534
14810_94,0.22299055289172579
6501_131,0.28242238591068425
5246_168,0.3452573631861381
14678_155,0.45450820727058316
5419_114,0.1976499286539966
15051_99,0.2123580127962769
5534_134,0.4270345521341983
8255_23,0.42177040420770623
14826_183,0.3655869380308594
3588_159,0.4365053563782324
19640_114,0.3105803278571299
1685_98,0.16822726324475473
19656_70,0.294866347904594
14043_138,0.19060969691969512
11899_163,0.3242577727624616
6244_11,0.21898400838935972
2496_21,0.41735477074281013
4265_45,0.1545521152684746
14015_39,0.4488755191468683
18716_49,0.4268586739372508
8775_81,0.2677900608305083
12198_23,0.16431559421313457
12853_57,0.4804771082959424
11019_127,0.38268800218129106
6388_19,0.24779120857595496
18213_28,0.47693555431739365
14120_35,0.12999596920859047
8535_132,0.3859211530658819
3747_86,0.10961964149730048
12921_175,0.4035043801410272
14124_48,0.4472855749583566
5259_34,0.176560010887899
12129_126,0.43595152484363775
1522_59,0.19904618195749818
3705_142,0.48217047639663535
7149_116,0.16372562315299388
4619_50,0.0912753702369
4884_1,0.3590068455303894
14889_153,0.4248898546808187
11314_168,0.403190413341982
9940_85,0.407291815391264
2127_142,0.3794427732330976
2246_73,0.10201723139216336
1447_124,0.2339657773485849
10283_133,0.16263970128248972
14002_108,0.308115180735574
7929_142,0.4843783325056727
9603_167,0.47028684520437647
17067_159,0.3956724185479642
3573_119,0.4421525962747933
2917_94,0.4236260327230706
446_28,0.45616679523430914
11591_151,0.28276819204099024
7733_48,0.27369700759547083
13853_41,0.4372438728442095
16134_154,0.49645870059168107
14704_47,0.3932249826217279
6376_117,0.48038857545215286
9392_170,0.3677079224747465
7528_17,0.4542543367322397
14332_59,0.4619526473189749
19724_75,0.3882294573356415
14177_137,0.45709872637224574
5046_61,0.1423595599845938
16678_152,0.3915978553646078
691_62,0.3537329002685554
13793_177,0.271854402956361
1458_96,0.41740234910192314
6763_12,0.40435258034366817
10950_64,0.3734876863125207
11499_129,0.45643052043346727
1080_132,0.45058921252616135
6879_12,0.4600460447930586
12503_177,0.3685621794743057
20062_3,0.4752527567704954
19810_91,0.3791688564108129
462_145,0.3545577764991679
6774_169,0.44799860224366733
19586_151,0.33341728949348864
18599_156,0.3851901206230203
1263_123,0.4823226708554975
7027_116,0.42247378007145364
14830_99,0.08544292000317726
8998_128,0.46785108941519665
10658_125,0.4387605439574693
16443_96,0.3585877058632724
1699_172,0.258410277245053
2647_61,0.16507272649687693
12178_133,0.474346284903993
6169_11,0.26110517858372273
5048_128,0.41806615303160544
13212_53,0.17676653037645043
3238_17,0.46795997500016207
8948_136,0.28985446824330363
192_33,0.3686048962692333
7727_18,0.48269637958200623
4851_137,0.48055266724458007
17862_55,0.2463649385046333
16984_150,0.3451341224311349
4605_1,0.21789180867986446
418_1,0.17237908748727493
17718_59,0.4064032886448322
5001_99,0.15735784874675862
5926_113,0.4793862333845236
6869_40,0.354914685643661
5719_19,0.45005816523159314
7184_130,0.48423833458992965
6709_84,0.31220237891290137
17404_182,0.4769770090290189
8442_58,0.2251026583263834
9820_22,0.28408803237966507
463_124,0.12099584381450627
18524_4,0.30724954768911716
13325_186,0.26786682916730736
7890_62,0.24726878552972395
11103_165,0.37886625017341136
12734_95,0.40148032695548264
2590_10,0.3735329599551052
1237_131,0.4834578768104083
1335_69,0.05780379897529473
9974_54,0.38166305179353915
8549_140,0.12995947709916633
8051_130,0.3782478891600963
3044_24,0.38727725001454455
5558_29,0.4144648308700656
18483_59,0.2799498769603486
17214_95,0.4398182320430217
17076_58,0.057517629830285834
8542_32,0.36446797034448697
20097_47,0.09466735238475615
13735_87,0.44241627867970607
7099_62,0.1273162994587147
7994_129,0.43579807100112433
692_96,0.2290777785014398
7409_18,0.4662092594012704
1578_160,0.3544772240126054
8387_133,0.43404511495809156
9019_26,0.31712744326551034
9776_131,0.49154620730503246
1519_113,0.26477675958270147
5337_66,0.2633043570812919
14764_152,0.47739350615809517
2575_72,0.1483488310473618
16358_43,0.3380875560688388
6124_61,0.45439312292607587
9612_164,0.49221322869371775
2283_180,0.18098890956749775
17922_142,0.4743426734809899
13715_90,0.23483678058624863
6602_69,0.35818529902521445
4004_60,0.2359036318845581
2918_127,0.3746142822702826
977_69,0.2345951998385755
14353_172,0.39111919544290996
2610_22,0.30961890609551573
17570_43,0.2436320233145667
11959_174,0.22451464498827367
13041_143,0.3519947262832974
7442_73,0.09987335185814099
12917_177,0.31706359948345736
10869_59,0.41790196657619666
14348_35,0.059960204358844256
7064_101,0.4730570733641493
4200_89,0.12355838397597753
5462_69,0.4419684775271911
3743_13,0.43853937488095024
2937_87,0.10086023799722192
6824_73,0.2130265913539223
15732_94,0.29879088562011324
265_26,0.32135448692648105
19236_52,0.4577273937763011
843_106,0.48081496283902964
9909_22,0.24786343601810445
14290_52,0.430384987869035
8564_65,0.3336007853509573
3064_39,0.43184602315853027
3981_65,0.15284577088679502
11465_129,0.4828513683196452
10598_62,0.4696542691778556
13862_138,0.44842616796861084
3116_149,0.4803273531702189
10933_130,0.4414963234531252
7258_117,0.45965885109532345
17727_110,0.3996152538165654
18133_66,0.3657608342857883
7845_74,0.43288111830361575
12396_40,0.2520801013933113
7046_75,0.4611589387206276
9022_52,0.47459347286335524
11690_174,0.45197115880972744
14438_143,0.4933813067262875
14657_159,0.3862011305997166
12129_54,0.21676909446291942
11062_62,0.4814858554820683
16897_181,0.32725510561034554
17257_47,0.264948005710696
9727_97,0.4057796412485209
11293_22,0.20745999632860482
14938_180,0.3289264461705935
7384_71,0.3440326738230407
1918_154,0.4939114788862013
1578_149,0.43560674358491003
18151_19,0.47215158175177013
19675_27,0.4898172311278796
9949_100,0.2769952852334959
18022_126,0.4222881237402709
9849_63,0.2036173164157385
14592_138,0.34957829729038525
3207_95,0.25585243438563243
20060_74,0.470183751891243
1637_165,0.4545592689350861
7472_122,0.23867747595221944
11923_161,0.12892287768190686
18014_101,0.38109207761363106
10675_167,0.4877222464381245
12688_52,0.2061079057761852
1580_56,0.11893055376714451
6937_131,0.4715515874602782
19691_78,0.17083364996227504
4709_23,0.2849215211706923
3002_144,0.3955826219261192
12827_158,0.3786694777515679
9009_102,0.48024089839297973
12330_61,0.3864340349109837
8254_23,0.3183943931590345
5779_25,0.3926549488241733
4277_48,0.48757049984668654
435_68,0.47095897650510155
14804_150,0.48050881873084
10952_84,0.2528334614662211
14526_144,0.44930796615477914
509_41,0.44675276457339697
5540_56,0.37299349524669595
15991_94,0.46655157124629304
5841_73,0.3728152831567916
13362_146,0.35401628098447585
14928_179,0.08605458654541269
17136_112,0.27526923097668465
7057_11,0.0814934266655541
8491_135,0.43887010865260373
5322_16,0.4799295546854785
8749_23,0.12558125217260868
17976_81,0.4307513209141157
1542_21,0.4313967650729054
469_33,0.29959323885415134
14570_39,0.4898165848300821
6779_66,0.42816005917765515
19047_19,0.33718413314621115
10545_24,0.441411891320358
18976_11,0.4030297755904375
16397_96,0.4715060094391633
3378_15,0.3865736331002343
9435_41,0.35176547119072016
1785_8,0.45163781112218454
11973_50,0.2897432355584342
16664_153,0.4784641824990543
15904_151,0.42233895377916736
18712_136,0.36874991059165174
3284_113,0.4052054469992683
18818_71,0.11799641023752763
14897_160,0.4818086260006188
6181_21,0.2832489966346725
18624_36,0.3247571941937992
14738_58,0.47950935037180864
2264_53,0.44021467006336745
13740_150,0.34455827064166933
4950_102,0.4879006586628532
8073_166,0.4225231514370635
419_7,0.41222279259967975
886_126,0.324523497237065
2130_137,0.36535175118416774
9693_96,0.38445233767433595
4344_66,0.28425229961301857
14827_159,0.42775099413370515
87_2,0.24682639849320498
6443_19,0.3331986178833434
13142_59,0.44186513326143356
10585_58,0.2541777988998507
12284_28,0.44171264708325864
10284_29,0.38389513706320033
19314_25,0.4087692338263009
7382_76,0.4544550001943497
7997_16,0.4816859758917545
1631_6,0.32604507201544114
6934_19,0.4307719766162578
3528_68,0.43010944132619794
2170_125,0.28386533983275686
2487_144,0.09626527008057377
16541_159,0.4859115710576205
3428_128,0.255894577977819
7915_70,0.4558031310625237
11525_143,0.39972689490117663
7657_14,0.27239647140095025
2737_35,0.465607889684931
3362_83,0.2821808113767732
5884_50,0.14939683811649107
14879_152,0.3613312251396424
19207_59,0.15547282765019038
393_71,0.16807314469353196
10829_162,0.39021342957696104
12640_29,0.40469703752292474
10665_134,0.4642246055420452
4872_113,0.4230885703076698
5890_123,0.4423044755474561
13977_64,0.47244284241330997
11452_132,0.3377723666819257
10270_163,0.15548313469551162
5272_57,0.34966598202632476
19007_92,0.0705558955077994
6268_16,0.488614172292519
6363_90,0.039182350880703994
10298_52,0.11608279575559577
14568_91,0.355282658865674
14538_32,0.30606581401061517
18494_126,0.23139863441630815
16041_183,0.4034043345499391
1182_56,0.09165416867481976
19693_153,0.2623175806482667
6955_123,0.3702587688951289
8285_24,0.25219087359066295
10620_127,0.38358658135864165
7850_74,0.3945363951726854
17404_186,0.4045514983860188
15735_44,0.3191257669160854
3684_54,0.285966324858583
15849_156,0.4673695191805275
2268_57,0.4258447237890855
12012_126,0.17758284490912346
4363_18,0.46964811649193583
10276_83,0.2282193137899155
7561_115,0.32884433539560587
4900_13,0.4239624080305833
10679_184,0.45272960827043324
18779_143,0.4875712606994423
17525_94,0.2994690224553095
14511_172,0.3943748513359266
4116_6,0.31193586782833416
6967_74,0.1437351927585706
472_5,0.16291167003054077
8926_82,0.41847773080200557
7971_40,0.4719661284838767
7699_11,0.07661868370866223
11665_140,0.4559768143287458
15126_149,0.4164425947402982
12428_25,0.26855709224733004
18803_122,0.45949561197313477
14770_152,0.48249622496067945
18130_39,0.4837804047653627
14228_171,0.37311048581908834
6200_17,0.4853820467138129
2620_95,0.4062358662122687
16158_43,0.21367494878194349
14868_179,0.3343486578061782
2349_148,0.48351649338815667
13142_57,0.4675073809747807
1231_128,0.3744085139449942
18709_121,0.45054990917205956
11142_23,0.41902075201535255
5703_26,0.21327960521244826
4194_56,0.1099076560973988
232_93,0.2906336824671748
13278_91,0.38450896022393505
1494_52,0.2537947852797502
17749_43,0.22605496456068686
19489_61,0.38658629806734224
10748_125,0.37882870064312213
7777_116,0.44926073522546767
7272_67,0.23602057169882246
17551_47,0.29256068003170654
1010_10,0.4023210754352443
6253_137,0.3908696850853951
16635_149,0.38083699223115086
2072_22,0.2172144172241235
11425_138,0.47276619460212027
2159_19,0.47016256549439817
2659_26,0.3029314191605972
15973_58,0.3483033661616892
20098_44,0.2820392828007906
14509_173,0.48068822948658296
5762_87,0.21041981799974305
9599_165,0.45630487292901795
9458_53,0.4692801095445954
431_152,0.44054462861217586
11347_103,0.47867559800811965
14694_151,0.4064332695285675
6602_68,0.45164065013112564
14729_186,0.3212105665846756
3902_25,0.4369941917513014
3277_114,0.21857361688510207
7334_12,0.3121119284201258
12620_58,0.18740899114653023
3151_117,0.30625920914388016
1364_80,0.4839475836461884
6535_145,0.24825167322819236
5344_84,0.2900254665292229
18129_51,0.31735043201320023
12452_61,0.41633125307095165
9620_30,0.41708726691264875
12238_30,0.36069100989000835
2084_39,0.3842301569634708
8458_166,0.44881782586279817
15243_57,0.4265285176648483
6049_26,0.433390745417454
12579_36,0.3543102183116167
12552_33,0.2218029555640988
12407_25,0.40483434814602576
8817_63,0.25530578523192743
2577_57,0.45111429657739777
18849_61,0.2901290192341005
18648_29,0.4775038244429497
11618_64,0.18089851394784
11334_94,0.3679954943480974
16530_43,0.21237919344852058
67_15,0.4539154490140425
7120_16,0.4880642084458519
5930_23,0.09487497106234241
16547_182,0.43399496493721246
4165_121,0.24577307621143069
19769_17,0.4622165349076419
12213_88,0.49098770837526895
10510_131,0.41780397497069977
5608_43,0.31912801213026887
12142_61,0.3126817104108673
10598_131,0.4954932840476908
6534_111,0.43076100980972765
10205_82,0.46268706914992375
17848_53,0.20974543075524787
12356_178,0.3582128996627918
6309_155,0.4672803223177988
7456_18,0.47536994178837483
13303_91,0.3860048308926216
13018_170,0.18841974501839193
5762_93,0.10345658277692112
109_119,0.49404247376295424
3451_56,0.1417748706277358
17926_83,0.1346412240707502
8281_84,0.33199479683393196
8697_131,0.33077320710853797
5304_48,0.1273797503505837
16647_160,0.44937232194240095
11611_135,0.38326183611742193
9770_166,0.43834850387703805
16996_154,0.4739022806710092
10790_130,0.4762405860995994
4619_55,0.09037818336372336
15972_158,0.3458954865845719
16214_153,0.4533948168658261
12653_38,0.47138374602559613
15347_155,0.47326153414010436
3404_75,0.16151400416273162
13606_58,0.43110472552261714
13669_88,0.34646735425978503
69_15,0.46536039339550156
12865_140,0.34444066134514895
18948_98,0.40487616817796823
17219_153,0.45423291852135783
3943_105,0.478955635626336
13221_137,0.4791117873275758
5427_70,0.4144648337933178
11624_168,0.4410371608564327
7699_13,0.05835974042049747
12789_176,0.4561515735802539
18279_11,0.14455187149652637
17294_61,0.3786371351664445
1915_28,0.43552643460487617
1447_119,0.4288077223929472
13224_178,0.43820882049949367
18184_98,0.07568697880524845
2729_149,0.4483422111677912
20092_126,0.3876529963335098
15145_154,0.47218348959414846
8638_129,0.28615730787793714
11418_33,0.20085757028779727
1240_126,0.4720521205122233
7746_51,0.1042971238917422
13092_40,0.4580965166246805
280_96,0.4269239770495612
2287_126,0.3036215685744222
11657_21,0.3528125727837017
10780_101,0.4697865536838202
16470_96,0.4818789289585091
10615_29,0.43439675885501605
12581_30,0.48576929775405164
19653_142,0.4898131751118394
14531_148,0.4258871087859526
12432_52,0.33682297052972965
6236_68,0.44354309118241625
6793_11,0.43302176659963326
4580_146,0.34424411039228187
14540_173,0.44554428877214136
11756_27,0.48973428152784
13926_176,0.39852142248596323
8487_84,0.2718914642035086
10440_130,0.39010268387231284
17305_179,0.42086724519621477
10411_163,0.3123142211928619
18231_94,0.45431635030095574
5766_10,0.20065028833212067
16215_95,0.28435132702772464
17313_158,0.3423420506928661
3384_27,0.4829039488214672
13801_42,0.362570097136779
2983_84,0.13575878955747991
14305_174,0.4643229790484832
2652_21,0.33255704174756107
5069_94,0.3919565979442897
5694_118,0.48322303393812766
10944_28,0.4497107744501437
18873_144,0.4845792771372003
7739_48,0.33175116605145416
17106_183,0.45683094030100246
17315_185,0.4787820293432764
12044_156,0.485702516604774
7326_75,0.3920426835497829
19569_96,0.1694663897052715
18301_85,0.4331153843109261
1425_66,0.18264984943986323
6565_14,0.3161401236020743
5209_126,0.2892933436684673
2053_151,0.39905744830650913
7461_122,0.2336135391125319
12772_143,0.47062484963284995
9955_168,0.3983759863943559
6856_122,0.4145732739209247
9669_52,0.4344398271484266
7290_16,0.4706994495148413
6059_70,0.46232402434004455
5773_101,0.48107940686574047
17526_111,0.4229071549844775
9967_82,0.3817737184509735
1584_99,0.14823311764387997
19388_14,0.42195943330836416
7667_127,0.3002107441562608
19636_21,0.32001584745452577
11529_30,0.45402545624298063
6379_19,0.3696367580367685
18064_102,0.28458734213063247
1559_106,0.42283511758504294
118_95,0.214918144441221
13899_172,0.35259029534381314
6498_92,0.21626101056021832
2056_136,0.4913117361029395
9636_50,0.17889140338498252
10579_128,0.14740568131998696
12728_177,0.3591102058898542
4941_54,0.08182414345623401
4057_121,0.28326105149787695
18743_116,0.40337754730574366
15508_46,0.2502166022024839
2790_147,0.4386022358482246
7513_41,0.37214973776161164
938_77,0.20964496224860923
4612_83,0.06850078011656718
7475_135,0.4851967136489869
5552_72,0.05474641604618914
4045_37,0.26109407875936474
19634_106,0.4914540474550355
9833_21,0.45771013118241805
9365_165,0.46151048476363005
7383_122,0.09692734428979355
1297_123,0.37109948248057645
10996_22,0.3673177483756407
17323_45,0.2775466334296866
10683_140,0.21043058626845149
8987_25,0.41132692912567137
11962_102,0.3355901076357176
17151_45,0.0746099169147745
6756_44,0.15844101243110154
5887_66,0.37243475384258695
19407_42,0.3598286915347598
12697_47,0.25145459712572127
1920_39,0.43731662913200475
13587_94,0.3972078687756311
15871_186,0.37018481157909267
6439_71,0.08245134948333949
9908_50,0.38978447663021765
5056_10,0.13132401252111292
16071_151,0.3957187724559323
19865_72,0.2400482032405323
19472_5,0.1616117359141644
3336_66,0.4861909363643641
7687_14,0.2801873075647716
17542_112,0.3957408274814387
5256_85,0.3340353014801383
11094_31,0.3544117031869176
19338_13,0.3149509306030478
4817_30,0.4269602327845338
6292_18,0.48027851069624977
10504_133,0.48412195477782677
10744_22,0.4621444241596635
538_116,0.4298060130164222
13436_43,0.18115734079835977
18634_87,0.4575715012257919
8003_11,0.376982061799806
4843_80,0.36688061694832674
9106_128,0.374286880623911
6412_21,0.3349570492243947
14801_110,0.48301751212650573
18331_61,0.4510864013854262
16137_98,0.3610813086828526
1575_58,0.2172813242122556
5427_50,0.39692240675232116
1964_28,0.4008677966934018
7169_46,0.12114713145282335
3961_69,0.0796304619854278
18228_119,0.4970127752227653
8379_133,0.46538898720313
6344_10,0.4418872080660535
9821_45,0.4089672456619774
3889_43,0.3653172391707772
6423_77,0.18502942395432553
18415_51,0.39395574126799016
4975_63,0.35918782838043956
19624_138,0.4709115812081528
18026_113,0.36841618670587073
12764_145,0.3751905879395732
5900_13,0.29623938587047616
1300_46,0.20401720713893026
9626_156,0.14075304375691128
970_58,0.048391014843984725
3440_130,0.4915444391882602
16115_43,0.24526906204627977
254_109,0.3915876277606436
16157_152,0.42729858203333104
11738_128,0.2693312135508549
6912_13,0.46965188378264505
14044_55,0.4094527114916831
8335_135,0.42874341397719695
4169_59,0.4548438971861338
955_71,0.05138153478097409
19683_45,0.37335374168334234
8411_83,0.20673366282136188
12362_87,0.28047353086916715
2603_83,0.3395330604414709
13153_137,0.46577778699525085
3889_38,0.48595918345268185
12429_21,0.24119474798183227
11507_127,0.47021532759033524
19153_28,0.4599204615978793
7001_66,0.4002276727340153
10211_63,0.3221369404189174
14169_62,0.431201277751114
2562_165,0.4561940359312797
537_97,0.259210184441119
10495_81,0.3347469545051448
15294_45,0.18976031139831076
11618_62,0.3234170620946233
6524_124,0.3738551636478474
19407_32,0.3315382756472014
19447_33,0.47273093965190716
15998_152,0.4843877310196514
10127_99,0.38016689793290065
4247_10,0.3346994407512289
17489_111,0.4512902376023288
8767_103,0.4681621184729899
218_125,0.4221732691676916
4596_126,0.12978176348145476
900_16,0.4804351802198202
18681_62,0.4864282402423029
16553_185,0.4907769205500928
8300_27,0.4713549597648081
13662_48,0.15695135744350303
18480_183,0.4495768879076115
1342_61,0.1261585503059296
561_2,0.31880982657135903
1697_67,0.2682383341259391
3771_16,0.3850970177373646
8577_36,0.36088906555568084
7345_166,0.4538909276352749
7742_39,0.4291755031095068
13285_100,0.20232514414513908
4076_67,0.1859812317411753
18445_54,0.23929108636131396
18181_83,0.4090825083020032
15483_94,0.338202113351054
14986_152,0.42259928526341684
3647_18,0.3658395521611755
10939_126,0.489281390945698
2845_74,0.383261108472691
6098_20,0.3061866776864305
1410_66,0.3577659513512104
5365_114,0.25931739607524396
14877_44,0.29548316910714556
2778_15,0.422871060268047
15113_94,0.4685085126405119
6329_10,0.42606697434894736
4392_24,0.3216600283430118
3478_27,0.4782114707959428
6415_116,0.2838977532413038
16456_157,0.43913072155826044
2145_116,0.21140879485025235
2364_84,0.11270738653139217
6093_78,0.2416320548765042
36_128,0.21818419412831158
15503_156,0.4369478438487179
10252_135,0.22886585939095128
9415_136,0.35106158354033185
2010_19,0.4595746002702981
16938_155,0.47964618831052525
2419_42,0.24578379921493634
662_126,0.43789241521669453
18008_64,0.2710463462341568
6018_73,0.1085803842640653
18599_153,0.4441889807647208
2332_133,0.1962612922126142
14507_99,0.29346040622871805
5342_57,0.2546379227951065
15053_43,0.25527313185266765
8415_32,0.2925410206567444
7348_57,0.48405373550840824
3242_81,0.1711531307506006
18341_132,0.34757313983838584
6124_60,0.46014958420349616
16570_155,0.4884877062103824
15315_158,0.4401163002045795
18782_49,0.46104189910427334
10433_102,0.31920986213016167
4937_66,0.10262109576751056
19356_126,0.1383694387739768
6497_20,0.3912421963420687
3648_30,0.3404894243521399
18680_74,0.17312570472615113
16824_95,0.407065362463834
12618_146,0.4833283741187356
4824_17,0.43211125241273296
14257_110,0.47632565169642255
12937_182,0.34027977556251277
13109_38,0.48964000889360904
5585_113,0.45680461769020225
19918_180,0.2482200799663512
11807_53,0.3201855862812616
